"店舗名","アウト","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト支持率"
"53 中間店","-","6,536.1","843","277","1,953","403,443","63,878,775","29.9%","32.8%","14.5%","109.8%","-"
"54 門司店","-","1,984.4","635","156","453","200,509","41,969,632","22.8%","24.5%","19.6%","107.2%","-"
"55 松浦店","-","1,123.3","719","132","202","156,907","38,945,737","18.0%","18.4%","23.5%","102.2%","-"
"56 佐々インター店","-","5,478.0","1,007","436","1,725","726,684","146,509,850","31.5%","43.3%","18.5%","137.4%","-"
"57 大野店","-","1,834.4","604","164","415","230,160","56,863,326","22.6%","27.1%","23.5%","119.9%","-"
"58 佐世保南店","-","4,569.8","818","331","1,676","546,139","117,899,241","36.7%","40.5%","20.4%","110.5%","-"
"59 大村店","-","2,815.9","738","294","852","450,665","77,936,830","30.3%","39.8%","15.8%","131.4%","-"
"60 諫早店","-","5,601.1","1,195","397","1,874","592,993","116,638,888","33.5%","33.2%","18.3%","99.2%","-"
"61 長与店","-","2,272.6","843","320","936","480,012","92,973,440","41.2%","37.9%","17.8%","92.1%","-"
"62 女神店","-","4,110.2","1,276","457","1,259","670,494","143,795,273","30.6%","35.8%","19.8%","116.9%","-"
"63 大分本店","-","7,973.5","998","281","2,146","333,784","58,405,515","26.9%","28.1%","15.9%","104.6%","-"
"64 南大分店","-","4,342.5","998","332","1,378","509,968","84,674,628","31.7%","33.2%","15.2%","104.6%","-"
"65 日向店","-","3,779.8","997","340","1,036","485,842","83,591,489","27.4%","34.1%","15.2%","124.6%","-"
"66 都城店","-","6,583.4","1,037","267","2,287","363,408","63,707,411","34.7%","25.8%","15.9%","74.1%","-"
"67 大淀店","-","7,473.4","1,334","525","2,630","760,057","91,175,128","35.2%","39.4%","10.5%","111.8%","-"
"68 延岡店","-","3,583.4","995","383","1,161","608,132","104,035,345","32.4%","38.5%","15.7%","118.8%","-"
"69 松橋インター店","-","3,301.6","830","223","1,068","387,381","55,524,748","32.4%","26.9%","14.3%","83.1%","-"
"70 八代店","-","4,839.3","998","346","1,409","608,587","79,557,958","29.1%","34.6%","13.1%","119.0%","-"
