"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"19 S熊谷店","S_21.74","2,148.6","419","196","622","504,332","62,844,174","28.9%","46.9%","12.5%","161.9%","11,539"
"20 S鴻巣店","S_21.74","1,692.3","453","160","595","409,957","45,660,306","35.2%","35.4%","11.1%","100.7%","8,832"
"21 S上里店","S_21.74","1,603.0","398","133","436","346,804","42,885,130","27.2%","33.4%","12.4%","122.8%","8,408"
"22 入間店","S_21.74","2,538.4","436","129","781","337,733","32,731,371","30.8%","29.5%","9.7%","95.8%","7,467"
"23 坂戸店","S_21.74","1,751.3","377","175","665","433,732","52,755,523","38.0%","46.3%","12.2%","122.0%","11,331"
"24 花園店","S_21.74","1,761.2","398","178","460","473,552","55,549,173","26.1%","44.8%","11.7%","171.3%","11,232"
"25 杉戸店","S_21.74","2,044.1","343","106","770","276,714","40,214,391","37.7%","30.9%","14.5%","82.0%","7,899"
"26 羽生店","S_21.74","1,244.5","321","83","313","216,544","28,261,848","25.2%","26.0%","13.1%","103.3%","6,555"
"27 千葉みなと店","S_21.74","2,293.7","374","101","1,081","280,250","35,160,781","47.1%","26.9%","12.5%","57.2%","6,864"
"28 浜野店","S_21.74","2,331.5","324","147","912","382,432","37,849,258","39.1%","45.4%","9.9%","116.0%","11,814"
"29 佐倉店","S_21.74","1,984.9","308","143","655","361,482","30,004,436","33.0%","46.4%","8.3%","140.6%","11,856"
"30 S東金店","S_21.74","1,388.8","420","256","574","584,530","-730,129","41.3%","60.9%","-0.1%","147.2%","15,917"
"32 旭店","S_21.74","538.5","219","60","147","171,171","20,797,782","27.3%","27.1%","12.2%","99.4%","6,648"
"33 妙典駅前店","S_21.74","2,171.0","310","118","886","329,371","36,377,827","40.8%","38.2%","11.0%","93.6%","10,106"
"34 ＷＡＫＯ鹿島店","S_21.74","1,627.3","271","98","457","226,631","40,456,681","28.1%","36.0%","17.5%","128.1%","9,100"
"35 神栖店","S_21.74","2,229.2","371","166","787","369,028","57,807,561","35.3%","44.6%","15.1%","126.4%","11,528"
"36 立川店","S_21.74","2,181.5","408","90","766","222,789","35,195,620","35.1%","22.2%","14.6%","63.2%","6,006"
"37 新小岩店","S_21.74","2,043.9","275","97","814","236,247","47,257,055","39.8%","35.3%","19.2%","88.7%","9,163"
"38 八王子北野店","S_21.74","2,271.9","401","115","928","267,956","43,862,536","40.8%","28.6%","15.4%","70.1%","7,452"
"40 錦糸町店","S_21.74","2,280.5","425","205","981","467,764","53,695,660","43.0%","48.2%","10.4%","112.0%","12,495"
"41 座間店","S_21.74","1,789.5","355","109","899","292,272","37,874,023","50.2%","30.6%","13.0%","61.0%","8,008"
"42 平塚駅前店","S_21.74","1,650.4","378","134","626","376,289","49,009,369","38.0%","35.4%","13.0%","93.3%","9,346"
"43 上永谷店","S_21.74","1,343.2","249","58","472","160,931","21,051,367","35.2%","23.3%","13.1%","66.3%","6,018"
"44 姫路店　","S_21.74","1,700.0","391","150","665","347,220","40,649,464","39.1%","38.4%","11.5%","98.3%","9,609"
"45 新開地店","S_20.00","1,846.4","586","273","772","584,577","58,318,933","41.8%","46.6%","9.7%","111.5%","11,684"
"46 仙台東店","S_21.74","2,325.8","364","145","832","387,145","44,539,103","35.8%","39.8%","11.0%","111.1%","11,562"
"47 仙台泉店","S_21.74","2,542.0","372","150","1,003","399,307","52,556,591","39.5%","40.3%","12.8%","102.1%","11,485"
"48 福岡本店","S_21.74","4,110.8","518","206","1,491","480,940","80,404,965","36.3%","39.8%","15.2%","109.8%","10,223"
"49 筑紫野店","S_21.74","3,843.2","641","210","1,470","474,495","81,594,815","38.2%","32.7%","15.6%","85.5%","8,416"
"50 福重店","S_21.74","3,679.8","419","166","1,466","378,750","64,068,258","39.8%","39.7%","15.5%","99.7%","10,307"
"51 伊都店","S_21.74","1,992.8","360","94","781","217,652","35,741,469","39.2%","26.0%","15.2%","66.3%","6,603"
"52 飯塚店","S_21.74","2,508.3","560","159","995","356,271","51,357,946","39.7%","28.4%","12.5%","71.7%","7,312"
"53 中間店","S_21.74","3,008.4","335","120","1,034","263,386","38,006,834","34.4%","35.9%","12.9%","104.5%","9,283"
"54 門司店","S_21.74","699.8","221","51","174","117,156","24,373,329","24.9%","23.2%","19.4%","93.5%","5,766"
"55 松浦店","S_21.74","348.0","241","43","63","101,263","25,840,248","18.2%","17.7%","24.5%","96.8%","4,305"
"56 佐々インター店","S_21.74","2,028.4","463","221","732","487,532","79,927,146","36.1%","47.7%","14.5%","132.1%","11,886"
"57 大野店","S_21.74","624.0","217","57","146","147,044","32,066,844","23.5%","26.1%","20.4%","111.3%","7,052"
"58 佐世保南店","S_21.74","1,492.9","352","154","635","328,755","63,510,739","42.6%","43.9%","18.0%","103.1%","11,101"
"59 大村店","S_21.74","1,039.9","275","126","346","272,264","34,775,815","33.3%","45.9%","11.1%","137.9%","11,489"
"60 諫早店","S_21.74","2,215.2","479","159","814","350,255","60,238,928","36.7%","33.3%","15.4%","90.6%","8,401"
"61 長与店","S_21.74","803.7","349","150","381","329,549","59,750,294","47.4%","43.0%","16.2%","90.7%","10,847"
"62 女神店","S_21.74","1,348.7","478","198","459","420,666","74,068,068","34.1%","41.5%","15.8%","121.8%","10,235"
"63 大分本店","S_21.74","3,044.7","346","97","939","214,572","29,026,705","30.8%","28.0%","11.8%","90.9%","7,136"
"64 南大分店","S_21.74","1,826.2","366","146","672","313,832","41,594,524","36.8%","39.8%","11.6%","108.3%","10,068"
"65 日向店","S_20.00","1,088.0","359","150","366","290,980","36,332,800","33.6%","41.7%","10.1%","124.0%","10,449"
"66 都城店","S_21.74","2,377.3","439","118","869","248,080","28,581,854","36.6%","26.9%","9.8%","73.6%","6,708"
"67 大淀店","S_21.74","3,007.2","551","224","1,056","423,223","29,937,031","35.1%","40.6%","5.2%","115.8%","10,170"
"68 延岡店","S_20.00","1,099.8","393","156","391","293,177","42,992,752","35.5%","39.8%","12.7%","112.0%","9,938"
"69 松橋インター店","S_21.74","971.1","337","115","379","283,407","29,448,087","39.0%","34.1%","10.4%","87.2%","8,542"
"70 八代店","S_21.74","1,227.8","434","172","407","424,045","46,565,999","33.1%","39.7%","11.0%","119.9%","9,939"
