"店舗名","アウト","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト支持率"
"46 仙台東店","-","5,244.8","830","289","1,486","716,634","117,479,800","28.3%","34.8%","16.1%","123.0%","-"
"47 仙台泉店","-","5,620.1","910","333","1,811","847,426","135,732,786","32.2%","36.6%","15.8%","113.5%","-"
"48 福岡本店","-","9,593.1","1,196","412","2,944","781,190","148,005,490","30.7%","34.4%","17.7%","112.2%","-"
"49 筑紫野店","-","9,723.3","1,755","544","3,108","1,000,883","196,312,197","32.0%","31.0%","18.5%","97.0%","-"
"50 福重店","-","8,591.2","998","358","2,934","687,960","147,235,831","34.2%","35.9%","20.5%","105.0%","-"
"51 伊都店","-","6,006.4","996","268","2,014","373,336","75,000,147","33.5%","26.9%","19.0%","80.3%","-"
"52 飯塚店","-","7,009.0","1,255","346","2,156","564,261","107,581,148","30.8%","27.6%","17.6%","89.6%","-"
"53 中間店","-","6,527.8","845","259","1,948","425,607","73,741,636","29.8%","30.7%","16.1%","102.8%","-"
"54 門司店","-","1,983.1","635","154","443","223,368","51,854,035","22.3%","24.2%","22.0%","108.6%","-"
"55 松浦店","-","1,120.7","717","124","191","171,161","45,979,670","17.0%","17.3%","25.8%","101.6%","-"
"56 佐々インター店","-","5,484.8","1,019","422","1,620","797,145","168,993,306","29.5%","41.4%","19.8%","140.0%","-"
"57 大野店","-","1,832.9","603","156","403","247,858","58,905,312","22.0%","25.8%","22.6%","117.4%","-"
"58 佐世保南店","-","4,582.1","818","316","1,574","598,384","144,150,957","34.4%","38.6%","23.1%","112.4%","-"
"59 大村店","-","2,814.5","736","273","818","487,849","87,799,748","29.1%","37.0%","16.7%","127.5%","-"
"60 諫早店","-","5,592.0","1,186","362","1,732","627,185","138,951,770","31.0%","30.5%","21.1%","98.5%","-"
"61 長与店","-","2,273.8","844","305","869","531,891","117,995,120","38.2%","36.1%","20.7%","94.4%","-"
"62 女神店","-","4,103.4","1,277","434","1,220","742,437","170,939,906","29.7%","34.0%","21.6%","114.3%","-"
"63 大分本店","-","7,971.2","995","274","2,089","374,544","68,084,502","26.2%","27.5%","16.8%","105.0%","-"
"64 南大分店","-","4,338.2","994","308","1,334","539,649","96,362,765","30.7%","31.0%","16.6%","100.9%","-"
"65 日向店","-","3,771.8","995","319","945","516,572","93,205,422","25.1%","32.1%","16.2%","128.0%","-"
"66 都城店","-","6,584.3","1,034","258","2,157","399,832","77,264,255","32.8%","24.9%","18.1%","76.1%","-"
"67 大淀店","-","7,460.6","1,329","463","2,442","756,091","104,873,935","32.7%","34.9%","12.6%","106.5%","-"
"68 延岡店","-","3,581.4","998","326","1,039","588,852","115,031,727","29.0%","32.6%","18.3%","112.5%","-"
"69 松橋インター店","-","3,300.8","829","221","1,026","448,527","75,754,559","31.1%","26.6%","16.9%","85.8%","-"
"70 八代店","-","4,836.1","995","324","1,309","653,617","95,805,153","27.1%","32.6%","14.7%","120.3%","-"
